date,trades,winners,net_pnl_inr,avg_pct,best_pct,worst_pct,win_rate,cum_pnl
2026-06-05,126,53,1627.3300000000002,0.011160317460317457,2.4665,-1.4292,42.1,1627.3300000000002
2026-06-08,126,49,-3999.1899999999996,-0.031781746031746036,2.989,-1.4682,38.9,-2371.8599999999997
2026-06-09,126,39,-16234.12,-0.1297095238095238,2.934,-2.1137,31.0,-18605.98
2026-06-10,126,47,-6175.099999999999,-0.05102380952380953,3.5708,-0.9687,37.3,-24781.079999999998
2026-06-11,126,51,-3797.2500000000005,-0.031038888888888887,1.6642,-1.143,40.5,-28578.329999999998
2026-06-12,126,49,-2425.2200000000007,-0.020778571428571427,2.2707,-1.187,38.9,-31003.55
2026-06-15,126,48,-3544.7000000000003,-0.02899761904761905,2.0926,-0.5607,38.1,-34548.25
2026-06-16,126,49,-8499.03,-0.06960873015873016,2.8977,-0.8436,38.9,-43047.28
2026-06-17,126,41,-12609.92,-0.10492539682539682,2.6588,-1.1365,32.5,-55657.2
