,entry_time,exit_time,date,ticker,side,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ITC.NS,LONG,279.95,279.85,-0.0357,-0.1357,355,-134.88,0.016605626791715622,-0.016605626791715622,2.5309953689575195,-134.88
2,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ATGL.NS,SHORT,760.35,758.95,0.1841,0.0841,130,83.15,-0.01952214725315571,0.01952214725315571,-2.6823480129241943,-51.72999999999999
3,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,AUROPHARMA.NS,LONG,1486.6,1476.5,-0.6794,-0.7794,66,-764.72,0.012699253857135773,-0.012699253857135773,2.7068445682525635,-816.45
4,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,NYKAA.NS,SHORT,269.0,267.25,0.6506,0.5506,369,546.49,-0.07183322310447693,0.07183322310447693,-2.135470151901245,-269.96000000000004
5,2026-06-05 09:45:00,2026-06-05 10:45:00,2026-06-05,PIDILITIND.NS,LONG,1470.8,1472.2,0.0952,-0.0048,67,-4.74,0.009631119668483734,-0.009631119668483734,1.9401121139526367,-274.70000000000005
6,2026-06-05 09:45:00,2026-06-05 10:45:00,2026-06-05,AIAENG.NS,SHORT,4745.2,4691.0,1.1422,1.0422,20,989.1,-0.012285511940717697,0.012285511940717697,-3.8653604984283447,714.4
7,2026-06-05 10:00:00,2026-06-05 11:00:00,2026-06-05,COALINDIA.NS,LONG,474.1,472.4,-0.3586,-0.4586,209,-454.39,0.012773655354976654,-0.012773655354976654,3.64884090423584,260.01
8,2026-06-05 10:00:00,2026-06-05 11:00:00,2026-06-05,BRIGADE.NS,SHORT,483.15,487.3,-0.8589,-0.9589,205,-949.8,-0.035492170602083206,0.035492170602083206,-2.109713315963745,-689.79
9,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,PAGEIND.NS,LONG,38660.0,38610.0,-0.1293,-0.2293,2,-177.32,0.009526878595352173,-0.009526878595352173,2.2325005531311035,-867.1099999999999
10,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,ZEEL.NS,SHORT,111.88,110.8,0.9653,0.8653,889,860.66,-0.0101972296833992,0.0101972296833992,-3.5658793449401855,-6.449999999999932
11,2026-06-05 10:30:00,2026-06-05 11:30:00,2026-06-05,TATACOMM.NS,SHORT,2007.5,2003.4,0.2042,0.1042,49,102.53,-0.012507129460573196,0.012507129460573196,-5.697552680969238,96.08000000000007
12,2026-06-05 10:30:00,2026-06-05 11:30:00,2026-06-05,NTPC.NS,LONG,364.0,362.6,-0.3846,-0.4846,273,-481.57,0.012024100869894028,-0.012024100869894028,1.5587412118911743,-385.4899999999999
13,2026-06-05 10:45:00,2026-06-05 11:45:00,2026-06-05,MRF.NS,LONG,123985.0,123925.0,-0.0484,-0.1484,0,-0.0,0.007920455187559128,-0.007920455187559128,5.3727617263793945,-385.4899999999999
14,2026-06-05 10:45:00,2026-06-05 11:45:00,2026-06-05,POLYCAB.NS,SHORT,9710.0,9707.5,0.0257,-0.0743,10,-72.1,-0.010533198714256287,0.010533198714256287,-1.330639362335205,-457.5899999999999
