date,trades,winners,net_pnl_inr,avg_pct,best_pct,worst_pct,win_rate,cum_pnl
2026-06-05,12,7,2774.81,0.2006,2.0404,-0.7675,58.3,2774.81
2026-06-08,12,3,-2081.52,-0.17475,0.8562,-0.7536,25.0,693.29
2026-06-09,12,5,-1828.05,-0.1532333333333333,0.4845,-0.5441,41.7,-1134.76
2026-06-10,12,6,-347.8,-0.029833333333333326,0.4955,-0.4267,50.0,-1482.56
2026-06-11,12,6,-900.67,-0.0755,0.543,-1.1065,50.0,-2383.23
2026-06-12,12,5,-596.2999999999998,-0.052291666666666674,0.8772,-0.6042,41.7,-2979.5299999999997
2026-06-15,12,3,473.07000000000016,0.04046666666666665,2.0926,-0.5607,25.0,-2506.4599999999996
2026-06-16,12,5,-50.73999999999993,-0.004250000000000011,1.2397,-0.4974,41.7,-2557.1999999999994
2026-06-17,12,6,-843.99,-0.070975,0.7987,-1.1365,50.0,-3401.1899999999996
