,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,OFSS.NS,LONG,TIME,9531.0,9421.0,-1.1541,-1.2541,8,-956.25,0.01825653575360775,-0.01825653575360775,2.870680809020996,-956.25
2,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,ASTRAL.NS,LONG,TIME,1554.1,1542.0,-0.7786,-0.8786,53,-723.67,0.014141742140054703,-0.014141742140054703,2.7494189739227295,-1679.92
3,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,NYKAA.NS,SHORT,TIME,278.7,278.85,-0.0538,-0.1538,297,-127.32,-0.08624173700809479,0.08624173700809479,-2.2389707565307617,-1807.24
4,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,CHOLAFIN.NS,SHORT,TIME,1683.0,1684.8,-0.107,-0.207,49,-170.67,-0.026125561445951462,0.026125561445951462,-2.087387800216675,-1977.91
5,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,PRESTIGE.NS,SHORT,TIME,1507.5,1493.7,0.9154,0.8154,55,676.09,-0.018353253602981567,0.018353253602981567,-2.2522168159484863,-1301.8200000000002
6,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,GNFC.NS,SHORT,TIME,549.95,560.65,-1.9456,-2.0456,150,-1687.49,-0.008968435227870941,0.008968435227870941,-3.2377865314483643,-2989.3100000000004
7,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,POLICYBZR.NS,SHORT,TIME,1616.6,1611.3,0.3278,0.2278,51,187.85,-0.033750105649232864,0.033750105649232864,-2.814680576324463,-2801.4600000000005
8,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,JKCEMENT.NS,SHORT,TIME,5275.0,5400.0,-2.3697,-2.4697,15,-1954.12,-0.018931308761239052,0.018931308761239052,-2.8984103202819824,-4755.58
9,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,MFSL.NS,LONG,TIME,1612.3,1620.1,0.4838,0.3838,51,315.57,-0.004738643765449524,0.004738643765449524,2.414381980895996,-4440.01
10,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,PRESTIGE.NS,LONG,TIME,1493.7,1511.8,1.2118,1.1118,55,913.35,0.00201590359210968,-0.00201590359210968,3.5697810649871826,-3526.6600000000003
11,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,TVSMOTOR.NS,LONG,TIME,3465.3,3462.5,-0.0808,-0.1808,23,-144.1,-0.007425904273986816,0.007425904273986816,2.3532586097717285,-3670.76
