,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,GRASIM.NS,LONG,TIME,3098.0,3110.7,0.4099,0.3099,32,307.26,0.008271753787994385,-0.008271753787994385,2.3951659202575684,307.26
2,2026-06-05 09:15:00,2026-06-05 09:45:00,2026-06-05,IRCTC.NS,LONG,STOP,529.5,528.0,-0.2833,-0.3833,187,-379.52,0.007269427180290222,-0.007269427180290222,2.585632801055908,-72.25999999999999
3,2026-06-05 09:15:00,2026-06-05 09:30:00,2026-06-05,HEROMOTOCO.NS,LONG,STOP,4836.0,4826.4,-0.1985,-0.2985,20,-288.72,0.006257668137550354,-0.006257668137550354,2.2228879928588867,-360.98
4,2026-06-05 09:15:00,2026-06-05 09:30:00,2026-06-05,ZEEL.NS,SHORT,STOP,109.45,110.29,-0.7675,-0.8675,909,-863.05,-0.01819481886923313,0.01819481886923313,-2.7642829418182373,-1224.03
5,2026-06-05 09:15:00,2026-06-05 09:30:00,2026-06-05,ATGL.NS,SHORT,STOP,760.35,764.9,-0.5984,-0.6984,130,-690.35,-0.01634591817855835,0.01634591817855835,-2.6823480129241943,-1914.38
6,2026-06-05 10:15:00,2026-06-05 10:30:00,2026-06-05,ZEEL.NS,SHORT,STOP,111.88,112.78,-0.8044,-0.9044,889,-899.56,-0.0076543428003787994,0.0076543428003787994,-3.5658793449401855,-2813.94
7,2026-06-05 10:15:00,2026-06-05 10:30:00,2026-06-05,NAVINFLUOR.NS,LONG,STOP,7114.5,7098.0,-0.2319,-0.3319,13,-306.99,0.005757872015237808,-0.005757872015237808,2.2325005531311035,-3120.9300000000003
8,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,AIAENG.NS,SHORT,TIME,4768.7,4671.4,2.0404,1.9404,20,1850.63,-0.010698463767766953,0.010698463767766953,-3.5208563804626465,-1270.3000000000002
9,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,LALPATHLAB.NS,LONG,TIME,1540.8,1546.9,0.3959,0.2959,64,291.79,0.012293916195631027,-0.012293916195631027,2.0809030532836914,-978.5100000000002
10,2026-06-05 10:15:00,2026-06-05 10:30:00,2026-06-05,UNITDSPR.NS,LONG,STOP,1252.0,1247.6,-0.3514,-0.4514,79,-446.51,0.006280045956373215,-0.006280045956373215,2.4442086219787598,-1425.0200000000002
11,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,TRENT.NS,LONG,TIME,2759.3,2783.0,0.8589,0.7589,36,753.87,0.008120507001876831,-0.008120507001876831,2.6217331886291504,-671.1500000000002
12,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,ALKEM.NS,LONG,TIME,5246.5,5270.0,0.4479,0.3479,18,328.56,0.007031157612800598,-0.007031157612800598,2.6217331886291504,-342.5900000000002
13,2026-06-05 11:15:00,2026-06-05 11:30:00,2026-06-05,INDUSINDBK.NS,LONG,STOP,916.55,909.4,-0.7801,-0.8801,108,-871.19,0.005577124655246735,-0.005577124655246735,2.6217331886291504,-1213.7800000000002
14,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,NYKAA.NS,SHORT,TIME,268.0,265.7,0.8582,0.7582,371,753.87,-0.062497589737176895,0.062497589737176895,-2.9384617805480957,-459.9100000000002
15,2026-06-05 11:15:00,2026-06-05 11:30:00,2026-06-05,POLICYBZR.NS,SHORT,STOP,1539.1,1544.5,-0.3509,-0.4509,64,-444.1,-0.022609775885939598,0.022609775885939598,-2.7829647064208984,-904.0100000000002
16,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,ATGL.NS,SHORT,TIME,763.8,755.55,1.0801,0.9801,130,973.21,-0.01582285389304161,0.01582285389304161,-3.5981192588806152,69.19999999999982
17,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,BRIGADE.NS,SHORT,TIME,490.35,488.15,0.4487,0.3487,202,345.35,-0.03497941792011261,0.03497941792011261,-3.682431697845459,414.54999999999984
18,2026-06-05 12:15:00,2026-06-05 13:00:00,2026-06-05,MRF.NS,LONG,STOP,123805.0,123385.0,-0.3392,-0.4392,0,-0.0,0.008289281278848648,-0.008289281278848648,2.246410369873047,414.54999999999984
19,2026-06-05 12:15:00,2026-06-05 13:00:00,2026-06-05,WHIRLPOOL.NS,LONG,STOP,807.85,804.3,-0.4394,-0.5394,123,-536.02,0.007497843354940414,-0.007497843354940414,2.1272099018096924,-121.47000000000014
20,2026-06-05 12:15:00,2026-06-05 12:30:00,2026-06-05,AMBUJACEM.NS,LONG,STOP,417.8,416.35,-0.3471,-0.4471,238,-444.54,0.006705079227685928,-0.006705079227685928,1.9901524782180786,-566.0100000000002
21,2026-06-05 13:15:00,2026-06-05 13:30:00,2026-06-05,CANBK.NS,LONG,STOP,134.57,133.96,-0.4533,-0.5533,739,-550.24,0.006744105368852615,-0.006744105368852615,1.7459478378295898,-1116.2500000000002
