date,trades,winners,net_pnl_inr,avg_pct,best_pct,worst_pct,win_rate,cum_pnl
2026-06-17,36,19,-3813.7199999999993,-0.13249166666666667,1.3267,-2.3697,52.8,-3813.7199999999993
