date,anchor,idx2h,Lg,net6
2026-06-16,10:15,0.36699024849804474,-16.716196136700916,-22.716196136700916
2026-06-16,10:30,0.4464304354735438,-77.49830047586738,-83.49830047586738
2026-06-16,10:45,0.4646632806136308,-55.26955752771373,-61.26955752771373
2026-06-16,11:00,0.35588843529195113,-71.0788185120834,-77.0788185120834
2026-06-16,11:15,-0.03592451071517955,-453.0635188308033,-459.0635188308033
2026-06-16,11:30,0.03867404533046681,-28.818443804034292,-34.81844380403429
2026-06-16,11:45,-0.006265507232372514,3.493394308942801,-2.506605691057199
2026-06-16,12:00,0.07695639853531056,22.908049634106963,16.908049634106963
2026-06-16,12:15,-0.011061219608765605,-13.315579227696404,-19.315579227696404
2026-06-16,12:30,-0.14710546283080994,-57.895787582352064,-63.895787582352064
2026-06-16,12:45,-0.12725964096091946,74.75304796653789,68.75304796653789
2026-06-16,13:00,0.023805464161674728,93.4205258241025,87.4205258241025
2026-06-16,13:15,0.1558702997824124,15.970847579628067,9.970847579628067
2026-06-16,13:30,0.15777089833826086,-25.642254601226558,-31.642254601226558
2026-06-16,13:45,0.11571517862831726,45.40472835446966,39.40472835446966
2026-06-16,14:00,0.2814612969698649,25.214792678371737,19.214792678371737
2026-06-16,14:15,0.18294637896700827,3.782505910166345,-2.217494089833655
2026-06-17,10:15,0.3040398694267088,48.17404817404853,42.17404817404853
2026-06-17,10:30,0.3825997146741589,5.656108597284747,-0.3438914027152533
2026-06-17,10:45,0.358635339541169,6.554307116104869,0.5543071161048694
2026-06-17,11:00,0.3657172031164668,19.35733643050716,13.35733643050716
2026-06-17,11:15,0.28412994716959794,-28.281042863455998,-34.281042863455994
2026-06-17,11:30,0.09039317622432375,17.064846416382252,11.064846416382252
2026-06-17,11:45,-0.044669106532657654,-57.77675063554426,-63.77675063554426
2026-06-17,12:00,0.01081834264615722,22.727272727272155,16.727272727272155
2026-06-17,12:15,-0.08892042713293247,10.075268179932706,4.075268179932706
2026-06-17,12:30,-0.17230104937566715,-44.27635826953233,-50.27635826953233
2026-06-17,12:45,-0.2097176079734253,18.62291121401271,12.62291121401271
2026-06-17,13:00,-0.29877135370074415,49.05136510874596,43.05136510874596
2026-06-17,13:15,-0.22707183386573293,49.97728305315812,43.97728305315812
2026-06-17,13:30,-0.1119081313637138,17.7999288002848,11.7999288002848
2026-06-17,13:45,-0.02494273604114472,-0.7750435962022864,-6.775043596202286
2026-06-17,14:00,-0.00956653836027277,-18.70732391731363,-24.70732391731363
2026-06-17,14:15,-0.08816293589236635,17.752529735487308,11.752529735487308
2026-06-18,10:15,0.11731240396992693,-13.597425554095093,-19.597425554095093
2026-06-18,10:30,-0.019311451455505946,7.279344858962279,1.2793448589622791
2026-06-18,10:45,0.04796636871391424,-5.922767116796967,-11.922767116796967
2026-06-18,11:00,-0.06789422937170109,-6.605746999888903,-12.605746999888904
2026-06-18,11:15,-0.14653555380288452,-46.27249357326444,-52.27249357326444
2026-06-18,11:30,-0.19101153724915276,-28.697571743930027,-34.69757174393003
2026-06-18,11:45,-0.21245109131364792,-12.530404658362537,-18.530404658362535
2026-06-18,12:00,-0.15502367290579633,13.340003335000077,7.340003335000077
2026-06-18,12:15,0.03919333347159881,23.632613005946748,17.632613005946748
2026-06-18,12:30,0.16987787305211555,-10.844306738962748,-16.84430673896275
2026-06-18,12:45,0.13738524274797825,33.20980904359726,27.20980904359726
2026-06-18,13:00,0.26241973018483744,-4.38288920056101,-10.38288920056101
2026-06-18,13:15,0.27229323747208767,-11.360408974722803,-17.3604089747228
2026-06-18,13:30,0.24041046806220212,-3.4749644605904564,-9.474964460590456
2026-06-18,13:45,0.15121496931642664,29.585798816567763,23.585798816567763
2026-06-18,14:00,0.04795203304781559,22.020105313547152,16.020105313547152
2026-06-18,14:15,-0.1258343540824325,42.62062182394504,36.62062182394504
2026-06-19,10:15,-0.8790572876753888,-47.90648653827728,-53.90648653827728
2026-06-19,10:30,-0.863136258564623,19.8019801980198,13.801980198019798
2026-06-19,10:45,-0.9698338098198755,3.740648379051802,-2.259351620948198
2026-06-19,11:00,-0.8885646703559402,24.07958937963489,18.07958937963489
2026-06-19,11:15,-0.012099030071954786,0.6814774430960137,-5.318522556903987
2026-06-19,11:30,-0.08300787495358897,27.689030883919305,21.689030883919305
2026-06-19,11:45,-0.13965373982081086,84.7750865051899,78.7750865051899
2026-06-19,12:00,-0.21032947441872452,71.64136756986903,65.64136756986903
2026-06-19,12:15,0.008344859806763694,-9.916699722332408,-15.916699722332408
2026-06-19,12:30,-0.07988268229164319,-32.685672780099296,-38.685672780099296
2026-06-19,12:45,-0.029233782082216386,-33.966256473078325,-39.966256473078325
2026-06-19,13:00,-0.14334323565488027,-5.018960517511103,-11.018960517511104
2026-06-19,13:15,-0.10395498616189158,42.68646328732081,36.68646328732081
2026-06-19,13:30,-0.030266092110997622,-4.239683436971004,-10.239683436971003
2026-06-19,13:45,0.05197048787275449,-21.18793700120065,-27.18793700120065
2026-06-19,14:00,0.1335589967358608,-33.91859537110934,-39.91859537110934
2026-06-19,14:15,-0.04922567548000245,28.711186729051956,22.711186729051956
2026-06-22,10:15,0.4516746908972191,-40.28047143070268,-46.28047143070268
2026-06-22,10:30,0.4520889670146966,42.49291784702491,36.49291784702491
2026-06-22,10:45,0.4934678403948567,-22.72874862004026,-28.72874862004026
2026-06-22,11:00,0.4703902237334745,-4.993009786298898,-10.993009786298899
2026-06-22,11:15,0.12204603512666612,14.479728380267629,8.479728380267629
2026-06-22,11:30,0.1613491468513084,-15.476784822765962,-21.476784822765964
2026-06-22,11:45,-0.00310672850243332,-5.99430540986086,-11.99430540986086
2026-06-22,12:00,-0.1302344811054068,-13.852717903252618,-19.852717903252618
2026-06-22,12:15,-0.13642795373272065,1.999800019997602,-4.000199980002398
2026-06-22,12:30,-0.14139250389264557,5.206299622543278,-0.7937003774567222
2026-06-22,12:45,-0.16285169179603987,-46.19907601848005,-52.19907601848005
2026-06-22,13:00,-0.18420932207185992,-40.15689204333167,-46.15689204333167
2026-06-22,13:15,-0.17363428217677113,5.858612159875016,-0.14138784012498373
2026-06-22,13:30,-0.11967853328486155,-56.04421265665172,-62.04421265665172
2026-06-22,13:45,-0.059652658580555684,-12.046983234615457,-18.046983234615457
2026-06-22,14:00,0.0010365616343488426,6.987422639249351,0.9874226392493508
2026-06-22,14:15,0.07857085422138255,16.149068322981368,10.149068322981368
2026-06-23,10:15,0.1062804384556637,-69.9912510936133,-75.9912510936133
2026-06-23,10:30,0.07805413142398798,-29.23782311116977,-35.237823111169774
2026-06-23,10:45,0.0290615008335271,-49.82616205682397,-55.82616205682397
2026-06-23,11:00,0.1143810074659024,-42.79948551913619,-48.79948551913619
2026-06-23,11:15,0.09963074678791539,-70.80342216540465,-76.80342216540465
2026-06-23,11:30,-0.13435504395513664,-26.74530242765115,-32.745302427651154
2026-06-23,11:45,-0.6160065384477775,1.3776951160711268,-4.622304883928873
2026-06-23,12:00,-0.6593037906122312,-47.479402318112,-53.479402318112
2026-06-23,12:15,-0.678486071202522,-13.865504605328317,-19.86550460532832
2026-06-23,12:30,-0.6521341234424383,-91.45293268238984,-97.45293268238984
2026-06-23,12:45,-0.6779722295246704,-76.45154624974265,-82.45154624974265
2026-06-23,13:00,-0.7953786042491306,-0.8383283732230293,-6.838328373223029
2026-06-23,13:15,-0.8524416746383157,0.0,-6.0
2026-06-23,13:30,-0.7885213851421158,-29.840388619014256,-35.840388619014256
2026-06-23,13:45,-0.47325878562766155,-18.22323462414549,-24.22323462414549
2026-06-23,14:00,-0.22595614698518451,0.0,-6.0
2026-06-23,14:15,-0.13799756006678265,-21.5862405124985,-27.5862405124985
2026-06-24,10:15,0.6408842100839474,-5.460999362883408,-11.460999362883408
2026-06-24,10:30,0.5843636072325298,5.46448087431694,-0.5355191256830603
2026-06-24,10:45,0.6606327680944712,33.697632058287795,27.697632058287795
2026-06-24,11:00,0.8009985580105239,20.032780914223277,14.032780914223277
