,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-18 09:15:00,2026-06-18 10:15:00,2026-06-18,NYKAA.NS,SHORT,TIME,284.75,294.2,-3.3187,-3.4187,291,-2832.81,-0.07764385640621185,0.07764385640621185,-2.363344192504883,-2832.81
2,2026-06-18 09:15:00,2026-06-18 10:15:00,2026-06-18,CHOLAFIN.NS,SHORT,TIME,1678.8,1678.0,0.0477,-0.0523,49,-43.06,-0.02531570941209793,0.02531570941209793,-2.2820966243743896,-2875.87
3,2026-06-18 09:15:00,2026-06-18 10:15:00,2026-06-18,GNFC.NS,SHORT,TIME,567.0,565.2,0.3175,0.2175,146,180.02,-0.021170446649193764,0.021170446649193764,-2.0732245445251465,-2695.85
4,2026-06-18 10:15:00,2026-06-18 11:15:00,2026-06-18,ASTRAL.NS,LONG,TIME,1566.2,1567.5,0.083,-0.017,52,-13.84,0.017536159604787827,-0.017536159604787827,1.89478600025177,-2709.69
5,2026-06-18 10:15:00,2026-06-18 11:15:00,2026-06-18,NYKAA.NS,SHORT,TIME,294.2,299.15,-1.6825,-1.7825,281,-1473.62,-0.0875931978225708,0.0875931978225708,-2.9838080406188965,-4183.3099999999995
6,2026-06-18 10:15:00,2026-06-18 11:15:00,2026-06-18,POLICYBZR.NS,SHORT,TIME,1616.0,1609.9,0.3775,0.2775,51,228.68,-0.03371332585811615,0.03371332585811615,-3.004126787185669,-3954.6299999999997
7,2026-06-18 11:15:00,2026-06-18 12:15:00,2026-06-18,ESCORTS.NS,LONG,TIME,2823.0,2816.0,-0.248,-0.348,29,-284.87,0.01716524362564087,-0.01716524362564087,2.8330702781677246,-4239.5
8,2026-06-18 11:15:00,2026-06-18 12:15:00,2026-06-18,SUNTV.NS,LONG,TIME,521.0,523.65,0.5086,0.4086,159,338.51,0.01621934399008751,-0.01621934399008751,4.084918975830078,-3900.99
9,2026-06-18 11:15:00,2026-06-18 12:15:00,2026-06-18,TRENT.NS,SHORT,TIME,3182.9,3175.0,0.2482,0.1482,26,122.64,-0.016308996826410294,0.016308996826410294,-2.494821071624756,-3778.35
10,2026-06-18 12:15:00,2026-06-18 13:15:00,2026-06-18,COROMANDEL.NS,SHORT,TIME,2010.3,2062.9,-2.6165,-2.7165,41,-2239.02,-0.014676149934530258,0.014676149934530258,-1.599661111831665,-6017.37
11,2026-06-18 13:15:00,2026-06-18 14:15:00,2026-06-18,ATUL.NS,LONG,TIME,6498.0,6501.0,0.0462,-0.0538,12,-41.98,0.01509462296962738,-0.01509462296962738,3.153029680252075,-6059.349999999999
12,2026-06-18 13:15:00,2026-06-18 14:15:00,2026-06-18,SUNDARMFIN.NS,SHORT,TIME,4408.8,4406.5,0.0522,-0.0478,18,-37.96,-0.020016735419631004,0.020016735419631004,-2.6255335807800293,-6097.3099999999995
13,2026-06-18 14:15:00,2026-06-18 15:15:00,2026-06-18,APOLLOHOSP.NS,LONG,TIME,8390.5,8415.0,0.292,0.192,9,144.99,0.017232324928045273,-0.017232324928045273,2.796395778656006,-5952.32
