,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,OFSS.NS,LONG,TIME,9531.0,9421.0,-1.1541,-1.2541,8,-956.25,0.01825653575360775,-0.01825653575360775,2.870680809020996,-956.25
2,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,ASTRAL.NS,LONG,TIME,1554.1,1542.0,-0.7786,-0.8786,53,-723.67,0.014141742140054703,-0.014141742140054703,2.7494189739227295,-1679.92
3,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,NYKAA.NS,SHORT,TIME,278.7,278.85,-0.0538,-0.1538,297,-127.32,-0.08624173700809479,0.08624173700809479,-2.2389707565307617,-1807.24
4,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,CHOLAFIN.NS,SHORT,TIME,1683.0,1684.8,-0.107,-0.207,49,-170.67,-0.026125561445951462,0.026125561445951462,-2.087387800216675,-1977.91
5,2026-06-17 09:15:00,2026-06-17 10:15:00,2026-06-17,PRESTIGE.NS,SHORT,TIME,1507.5,1493.7,0.9154,0.8154,55,676.09,-0.018353253602981567,0.018353253602981567,-2.2522168159484863,-1301.8200000000002
6,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,POLICYBZR.NS,SHORT,TIME,1616.6,1611.3,0.3278,0.2278,51,187.85,-0.033750105649232864,0.033750105649232864,-2.814680576324463,-1113.9700000000003
7,2026-06-17 10:15:00,2026-06-17 11:15:00,2026-06-17,JKCEMENT.NS,SHORT,TIME,5275.0,5400.0,-2.3697,-2.4697,15,-1954.12,-0.018931308761239052,0.018931308761239052,-2.8984103202819824,-3068.09
8,2026-06-17 11:15:00,2026-06-17 12:15:00,2026-06-17,JKCEMENT.NS,SHORT,TIME,5400.0,5420.5,-0.3796,-0.4796,15,-388.5,-0.020717062056064606,0.020717062056064606,-2.719259738922119,-3456.59
9,2026-06-17 11:15:00,2026-06-17 12:15:00,2026-06-17,SUNTV.NS,LONG,TIME,521.55,523.0,0.278,0.178,159,147.62,0.014135941863059998,-0.014135941863059998,2.357058525085449,-3308.9700000000003
10,2026-06-17 12:15:00,2026-06-17 13:15:00,2026-06-17,TORNTPHARM.NS,LONG,TIME,4422.6,4437.0,0.3256,0.2256,18,179.59,0.013608317822217941,-0.013608317822217941,2.48270320892334,-3129.38
11,2026-06-17 12:15:00,2026-06-17 13:15:00,2026-06-17,BOSCHLTD.NS,LONG,TIME,39260.0,39150.0,-0.2802,-0.3802,2,-298.52,0.006602142006158829,-0.006602142006158829,2.4514153003692627,-3427.9
12,2026-06-17 12:15:00,2026-06-17 13:15:00,2026-06-17,EICHERMOT.NS,LONG,TIME,7496.0,7483.0,-0.1734,-0.2734,11,-225.46,0.009305406361818314,-0.009305406361818314,4.325013160705566,-3653.36
13,2026-06-17 13:15:00,2026-06-17 14:15:00,2026-06-17,PHOENIXLTD.NS,LONG,TIME,1876.1,1868.1,-0.4264,-0.5264,44,-434.55,0.012271426618099213,-0.012271426618099213,4.59914493560791,-4087.9100000000003
14,2026-06-17 13:15:00,2026-06-17 14:15:00,2026-06-17,VOLTAS.NS,LONG,TIME,1359.9,1353.3,-0.4853,-0.5853,60,-477.59,0.01332329586148262,-0.01332329586148262,2.3615951538085938,-4565.5
15,2026-06-17 13:15:00,2026-06-17 14:15:00,2026-06-17,GNFC.NS,SHORT,TIME,559.0,557.05,0.3488,0.2488,148,205.87,-0.011763343587517738,0.011763343587517738,-2.4044570922851562,-4359.63
16,2026-06-17 14:15:00,2026-06-17 15:15:00,2026-06-17,SUNDARMFIN.NS,SHORT,TIME,4469.9,4471.2,-0.0291,-0.1291,18,-103.86,-0.0199840497225523,0.0199840497225523,-3.7404494285583496,-4463.49
17,2026-06-17 14:15:00,2026-06-17 15:15:00,2026-06-17,MRF.NS,LONG,TIME,129000.0,129160.0,0.124,0.024,0,0.0,0.01929626613855362,-0.01929626613855362,2.225266456604004,-4463.49
18,2026-06-17 14:15:00,2026-06-17 15:15:00,2026-06-17,LT.NS,SHORT,TIME,4207.0,4205.0,0.0475,-0.0525,19,-41.93,-0.012236837297677994,0.012236837297677994,-3.405625343322754,-4505.42
