,entry_time,exit_time,date,ticker,side,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 09:30:00,2026-06-05,ATGL.NS,SHORT,760.35,764.9,-0.5984,-0.6984,130,-690.35,-0.01952214725315571,0.01952214725315571,-2.6823480129241943,-690.35
2,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ITC.NS,LONG,279.95,279.85,-0.0357,-0.1357,355,-134.88,0.016605626791715622,-0.016605626791715622,2.5309953689575195,-825.23
3,2026-06-05 09:30:00,2026-06-05 09:45:00,2026-06-05,AUROPHARMA.NS,LONG,1486.6,1484.3,-0.1547,-0.2547,66,-249.92,0.012699253857135773,-0.012699253857135773,2.7068445682525635,-1075.15
4,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,NYKAA.NS,SHORT,269.0,267.25,0.6506,0.5506,369,546.49,-0.07183322310447693,0.07183322310447693,-2.135470151901245,-528.6600000000001
5,2026-06-05 09:45:00,2026-06-05 10:15:00,2026-06-05,AIAENG.NS,SHORT,4745.2,4768.7,-0.4952,-0.5952,20,-564.9,-0.012285511940717697,0.012285511940717697,-3.8653604984283447,-1093.56
6,2026-06-05 09:45:00,2026-06-05 10:45:00,2026-06-05,PIDILITIND.NS,LONG,1470.8,1472.2,0.0952,-0.0048,67,-4.74,0.009631119668483734,-0.009631119668483734,1.9401121139526367,-1098.3
7,2026-06-05 10:00:00,2026-06-05 10:15:00,2026-06-05,BRIGADE.NS,SHORT,483.15,484.7,-0.3208,-0.4208,205,-416.8,-0.035492170602083206,0.035492170602083206,-2.109713315963745,-1515.1
8,2026-06-05 10:00:00,2026-06-05 10:30:00,2026-06-05,COALINDIA.NS,LONG,474.1,474.95,0.1793,0.0793,209,78.56,0.012773655354976654,-0.012773655354976654,3.64884090423584,-1436.54
9,2026-06-05 10:15:00,2026-06-05 10:30:00,2026-06-05,PAGEIND.NS,LONG,38660.0,38460.0,-0.5173,-0.6173,2,-477.32,0.009526878595352173,-0.009526878595352173,2.2325005531311035,-1913.86
10,2026-06-05 10:15:00,2026-06-05 10:30:00,2026-06-05,ZEEL.NS,SHORT,111.88,112.78,-0.8044,-0.9044,889,-899.56,-0.0101972296833992,0.0101972296833992,-3.5658793449401855,-2813.42
11,2026-06-05 10:30:00,2026-06-05 10:45:00,2026-06-05,NTPC.NS,LONG,364.0,362.4,-0.4396,-0.5396,273,-536.17,0.012024100869894028,-0.012024100869894028,1.5587412118911743,-3349.59
12,2026-06-05 10:30:00,2026-06-05 11:00:00,2026-06-05,BRIGADE.NS,SHORT,485.0,487.3,-0.4742,-0.5742,205,-570.93,-0.0455818772315979,0.0455818772315979,-4.074610710144043,-3920.52
13,2026-06-05 10:45:00,2026-06-05 11:45:00,2026-06-05,NTPC.NS,LONG,362.4,361.75,-0.1794,-0.2794,274,-277.4,0.013071257621049881,-0.013071257621049881,5.3727617263793945,-4197.92
