,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,GRASIM.NS,LONG,TIME,3098.0,3110.7,0.4099,0.3099,32,307.26,0.008271753787994385,-0.008271753787994385,2.3951659202575684,307.26
2,2026-06-05 09:15:00,2026-06-05 09:30:00,2026-06-05,ZEEL.NS,SHORT,STOP,109.45,110.29,-0.7675,-0.8675,909,-863.05,-0.01819481886923313,0.01819481886923313,-2.7642829418182373,-555.79
3,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,LALPATHLAB.NS,LONG,TIME,1540.8,1546.9,0.3959,0.2959,64,291.79,0.012293916195631027,-0.012293916195631027,2.0809030532836914,-263.99999999999994
4,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,AIAENG.NS,SHORT,TIME,4768.7,4671.4,2.0404,1.9404,20,1850.63,-0.010698463767766953,0.010698463767766953,-3.5208563804626465,1586.63
5,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,TRENT.NS,LONG,TIME,2759.3,2783.0,0.8589,0.7589,36,753.87,0.008120507001876831,-0.008120507001876831,2.6217331886291504,2340.5
6,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,NYKAA.NS,SHORT,TIME,268.0,265.7,0.8582,0.7582,371,753.87,-0.062497589737176895,0.062497589737176895,-2.9384617805480957,3094.37
7,2026-06-05 12:15:00,2026-06-05 13:00:00,2026-06-05,MRF.NS,LONG,STOP,123805.0,123385.0,-0.3392,-0.4392,0,-0.0,0.008289281278848648,-0.008289281278848648,2.246410369873047,3094.37
8,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,BRIGADE.NS,SHORT,TIME,490.35,488.15,0.4487,0.3487,202,345.35,-0.03497941792011261,0.03497941792011261,-3.682431697845459,3439.72
9,2026-06-05 13:15:00,2026-06-05 13:30:00,2026-06-05,CANBK.NS,LONG,STOP,134.57,133.96,-0.4533,-0.5533,739,-550.24,0.006744105368852615,-0.006744105368852615,1.7459478378295898,2889.4799999999996
10,2026-06-05 13:15:00,2026-06-05 13:30:00,2026-06-05,POLICYBZR.NS,SHORT,STOP,1543.1,1543.3,-0.013,-0.113,64,-111.56,-0.03807784616947174,0.03807784616947174,-3.2161078453063965,2777.9199999999996
11,2026-06-05 14:15:00,2026-06-05 15:15:00,2026-06-05,BRIGADE.NS,SHORT,TIME,489.0,488.05,0.1943,0.0943,203,93.58,-0.03881321847438812,0.03881321847438812,-1.9550361633300781,2871.4999999999995
