,entry_time,exit_time,date,ticker,side,exit_reason,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,GRASIM.NS,LONG,TIME,3098.0,3110.7,0.4099,0.3099,26,249.65,0.014886517077684402,-0.014886517077684402,2.6469626426696777,249.65
2,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,BEL.NS,LONG,TIME,408.75,409.85,0.2691,0.1691,202,139.63,0.012213803827762604,-0.012213803827762604,2.697880744934082,389.28
3,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,HEROMOTOCO.NS,LONG,TIME,4836.0,4827.1,-0.184,-0.284,17,-233.51,0.011308174580335617,-0.011308174580335617,3.718214988708496,155.76999999999998
4,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,NYKAA.NS,SHORT,TIME,268.75,268.45,0.1116,0.0116,308,9.63,-0.08495596796274185,0.08495596796274185,-3.409940242767334,165.39999999999998
5,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ZEEL.NS,SHORT,TIME,109.45,111.88,-2.2202,-2.3202,757,-1922.36,-0.033557526767253876,0.033557526767253876,-2.196528673171997,-1756.96
6,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ATGL.NS,SHORT,TIME,760.35,758.95,0.1841,0.0841,109,69.72,-0.019071437418460846,0.019071437418460846,-2.117032527923584,-1687.24
7,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,PIIND.NS,SHORT,TIME,2763.0,2743.1,0.7202,0.6202,30,514.11,-0.015538446605205536,0.015538446605205536,-3.1932904720306396,-1173.13
8,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,AIAENG.NS,SHORT,TIME,4768.7,4671.4,2.0404,1.9404,17,1573.03,-0.019008755683898926,0.019008755683898926,-3.2411446571350098,399.89999999999986
9,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,SHRIRAMFIN.NS,SHORT,TIME,942.55,932.05,1.114,1.014,87,831.5,-0.01653367653489113,0.01653367653489113,-3.2411446571350098,1231.3999999999999
10,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,ATUL.NS,LONG,TIME,6700.0,6710.0,0.1493,0.0493,12,39.6,0.018227003514766693,-0.018227003514766693,3.8604252338409424,1270.9999999999998
11,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,LALPATHLAB.NS,LONG,TIME,1540.8,1546.9,0.3959,0.2959,53,241.64,0.02068674936890602,-0.02068674936890602,4.333269119262695,1512.6399999999999
12,2026-06-05 10:15:00,2026-06-05 11:15:00,2026-06-05,INFY.NS,LONG,TIME,1205.0,1201.4,-0.2988,-0.3988,68,-326.74,0.01311057060956955,-0.01311057060956955,1.7647275924682617,1185.8999999999999
13,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,UPL.NS,LONG,TIME,637.6,636.9,-0.1098,-0.2098,130,-173.89,0.017212942242622375,-0.017212942242622375,1.8737378120422363,1012.0099999999999
14,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,HDFCBANK.NS,LONG,TIME,752.25,751.9,-0.0465,-0.1465,110,-121.25,0.014620872214436531,-0.014620872214436531,2.1456961631774902,890.7599999999999
15,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,ALKEM.NS,LONG,TIME,5246.5,5270.0,0.4479,0.3479,15,273.8,0.014417905360460281,-0.014417905360460281,2.3319268226623535,1164.56
16,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,NYKAA.NS,SHORT,TIME,268.0,265.7,0.8582,0.7582,309,627.89,-0.06180214881896973,0.06180214881896973,-2.7689971923828125,1792.4499999999998
17,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,POLICYBZR.NS,SHORT,TIME,1539.1,1554.0,-0.9681,-1.0681,53,-871.27,-0.04023318365216255,0.04023318365216255,-2.6194441318511963,921.1799999999998
18,2026-06-05 11:15:00,2026-06-05 12:15:00,2026-06-05,ADANIENT.NS,SHORT,TIME,3030.5,3027.9,0.0858,-0.0142,27,-11.62,-0.02150699682533741,0.02150699682533741,-2.6450448036193848,909.5599999999998
19,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,ATGL.NS,SHORT,TIME,763.8,755.55,1.0801,0.9801,108,808.51,-0.024761363863945007,0.024761363863945007,-3.4672465324401855,1718.0699999999997
20,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,IGL.NS,SHORT,TIME,165.19,164.65,0.3269,0.2269,502,188.15,-0.011611677706241608,0.011611677706241608,-3.4672465324401855,1906.2199999999998
21,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,BRIGADE.NS,SHORT,TIME,490.35,488.15,0.4487,0.3487,169,288.93,-0.050964172929525375,0.050964172929525375,-3.4966299533843994,2195.1499999999996
22,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,TATACHEM.NS,LONG,TIME,719.05,715.5,-0.4937,-0.5937,115,-490.94,0.016093600541353226,-0.016093600541353226,3.1718556880950928,1704.2099999999996
23,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,MANAPPURAM.NS,LONG,TIME,307.3,306.0,-0.423,-0.523,269,-432.36,0.014407563954591751,-0.014407563954591751,3.6104981899261475,1271.8499999999995
24,2026-06-05 12:15:00,2026-06-05 13:15:00,2026-06-05,BAJFINANCE.NS,LONG,TIME,898.1,887.5,-1.1803,-1.2803,92,-1057.83,0.012942180037498474,-0.012942180037498474,1.9998464584350586,214.01999999999953
25,2026-06-05 13:15:00,2026-06-05 14:15:00,2026-06-05,SBIN.NS,LONG,TIME,973.45,977.25,0.3904,0.2904,85,240.26,0.017563074827194214,-0.017563074827194214,2.5645360946655273,454.2799999999995
26,2026-06-05 13:15:00,2026-06-05 14:15:00,2026-06-05,GODREJPROP.NS,LONG,TIME,1710.3,1713.0,0.1579,0.0579,48,47.51,0.014806538820266724,-0.014806538820266724,2.0332083702087402,501.7899999999995
27,2026-06-05 13:15:00,2026-06-05 14:15:00,2026-06-05,KEC.NS,LONG,TIME,496.3,497.75,0.2922,0.1922,167,159.27,0.01447947695851326,-0.01447947695851326,1.906449794769287,661.0599999999995
