date,trades,winners,net_pnl_inr,avg_pct,best_pct,worst_pct,win_rate,cum_pnl
2026-06-05,126,58,2185.14,0.01593492063492063,2.4665,-2.9684,46.0,2185.14
2026-06-08,126,57,-430.78999999999957,-0.0030984126984126992,2.989,-1.1497,45.2,1754.3500000000004
2026-06-09,126,48,-11621.46,-0.0931484126984127,2.934,-2.6036,38.1,-9867.109999999999
2026-06-10,126,55,-2203.41,-0.018420634920634917,3.5708,-1.154,43.7,-12070.519999999999
2026-06-11,126,58,-3461.76,-0.0284,1.6642,-1.9848,46.0,-15532.279999999999
2026-06-12,126,58,1194.6799999999994,0.009357936507936511,2.2707,-2.0714,46.0,-14337.599999999999
2026-06-15,126,57,1834.87,0.01468968253968254,2.0926,-1.2022,45.2,-12502.73
2026-06-16,126,53,-1903.9599999999996,-0.015646825396825395,2.8977,-2.0666,42.1,-14406.689999999999
2026-06-17,126,50,-8714.710000000001,-0.07353253968253969,2.6588,-1.9456,39.7,-23121.4
