timestamp,open,high,low,close,volume,oi
2026-06-05 03:45:00+00:00,7125.0,7160.0,7074.0,7081.5,5854,0
2026-06-05 04:00:00+00:00,7081.5,7125.5,7075.0,7125.5,4573,0
2026-06-05 04:15:00+00:00,7128.5,7149.0,7085.0,7101.0,3286,0
2026-06-05 04:30:00+00:00,7100.0,7130.0,7095.0,7124.5,1394,0
2026-06-05 04:45:00+00:00,7120.5,7128.5,7114.0,7114.5,862,0
2026-06-05 05:00:00+00:00,7117.5,7118.0,7088.5,7098.0,1295,0
2026-06-05 05:15:00+00:00,7095.5,7145.0,7065.5,7145.0,5437,0
2026-06-05 05:30:00+00:00,7145.0,7150.0,7102.0,7105.0,2707,0
2026-06-05 05:45:00+00:00,7105.5,7113.5,7080.5,7085.0,3018,0
2026-06-05 06:00:00+00:00,7086.5,7109.0,7077.0,7083.0,1925,0
2026-06-05 06:15:00+00:00,7086.5,7093.0,7083.5,7087.0,943,0
2026-06-05 06:30:00+00:00,7088.0,7095.0,7080.0,7089.5,2258,0
2026-06-05 06:45:00+00:00,7091.0,7099.0,7071.0,7071.0,3009,0
2026-06-05 07:00:00+00:00,7074.5,7080.0,7053.0,7077.0,2327,0
2026-06-05 07:15:00+00:00,7077.5,7082.0,7064.0,7070.0,1531,0
2026-06-05 07:30:00+00:00,7067.0,7067.0,7002.0,7033.0,4698,0
2026-06-05 07:45:00+00:00,7031.0,7050.0,7020.5,7045.0,1393,0
2026-06-05 08:00:00+00:00,7048.0,7048.0,7032.5,7038.5,736,0
2026-06-05 08:15:00+00:00,7038.5,7050.0,7015.0,7019.5,2010,0
2026-06-05 08:30:00+00:00,7019.0,7030.0,7019.0,7025.5,760,0
2026-06-05 08:45:00+00:00,7025.5,7030.0,7021.5,7026.5,1583,0
2026-06-05 09:00:00+00:00,7029.0,7035.0,7020.0,7035.0,2898,0
2026-06-05 09:15:00+00:00,7035.0,7046.5,7023.5,7030.0,4230,0
2026-06-05 09:30:00+00:00,7033.0,7042.0,7021.0,7032.0,5306,0
2026-06-05 09:45:00+00:00,7032.0,7045.0,7020.0,7035.0,4725,0
2026-06-08 03:45:00+00:00,7000.0,7050.5,6917.0,7020.5,5476,0
2026-06-08 04:00:00+00:00,7024.0,7032.5,7000.0,7008.0,3902,0
2026-06-08 04:15:00+00:00,7011.0,7012.0,6980.0,7004.0,3949,0
2026-06-08 04:30:00+00:00,7001.5,7004.5,6978.5,6988.5,1563,0
2026-06-08 04:45:00+00:00,6987.5,7010.0,6972.5,7007.0,3363,0
2026-06-08 05:00:00+00:00,7009.0,7020.0,6991.5,6994.5,1505,0
2026-06-08 05:15:00+00:00,6994.5,7005.5,6980.0,6992.0,3438,0
2026-06-08 05:30:00+00:00,6995.5,7001.0,6975.0,6980.5,1492,0
2026-06-08 05:45:00+00:00,6985.0,6996.0,6955.0,6956.5,1572,0
2026-06-08 06:00:00+00:00,6957.5,6970.0,6950.0,6954.0,1646,0
2026-06-08 06:15:00+00:00,6954.0,6971.5,6935.5,6943.0,5952,0
2026-06-08 06:30:00+00:00,6943.0,6961.0,6940.0,6957.0,3842,0
2026-06-08 06:45:00+00:00,6957.0,6961.0,6944.5,6952.0,718,0
2026-06-08 07:00:00+00:00,6950.5,6960.5,6941.0,6947.5,616,0
2026-06-08 07:15:00+00:00,6947.5,6958.0,6936.0,6952.0,1111,0
2026-06-08 07:30:00+00:00,6952.0,6955.5,6941.0,6948.5,584,0
2026-06-08 07:45:00+00:00,6948.5,6950.0,6937.5,6940.5,523,0
2026-06-08 08:00:00+00:00,6940.5,6945.0,6922.0,6924.0,1074,0
2026-06-08 08:15:00+00:00,6928.0,6931.0,6904.5,6906.5,2818,0
2026-06-08 08:30:00+00:00,6906.5,6931.0,6905.5,6913.5,708,0
2026-06-08 08:45:00+00:00,6913.5,6925.0,6910.5,6916.5,787,0
2026-06-08 09:00:00+00:00,6911.0,6921.0,6889.0,6902.0,2099,0
2026-06-08 09:15:00+00:00,6905.0,6912.0,6891.0,6891.5,4253,0
2026-06-08 09:30:00+00:00,6896.5,6896.5,6845.5,6852.0,9271,0
2026-06-08 09:45:00+00:00,6852.0,6904.5,6818.0,6819.0,9968,0
2026-06-09 03:45:00+00:00,6930.0,6967.0,6863.5,6903.5,9425,0
2026-06-09 04:00:00+00:00,6900.0,6906.0,6872.0,6893.0,1468,0
2026-06-09 04:15:00+00:00,6890.0,6902.5,6873.5,6897.0,1666,0
2026-06-09 04:30:00+00:00,6892.5,6915.0,6880.0,6906.5,1862,0
2026-06-09 04:45:00+00:00,6906.5,6920.0,6890.0,6907.5,1430,0
2026-06-09 05:00:00+00:00,6908.5,6910.5,6885.5,6893.0,503,0
2026-06-09 05:15:00+00:00,6892.5,6908.0,6885.5,6891.0,1707,0
2026-06-09 05:30:00+00:00,6891.0,6896.0,6877.0,6890.0,928,0
2026-06-09 05:45:00+00:00,6890.0,6897.5,6863.5,6863.5,1647,0
2026-06-09 06:00:00+00:00,6867.0,6867.0,6831.5,6834.5,3417,0
2026-06-09 06:15:00+00:00,6840.0,6854.0,6832.0,6844.0,2681,0
2026-06-09 06:30:00+00:00,6845.0,6850.0,6835.0,6837.5,1633,0
2026-06-09 06:45:00+00:00,6837.5,6875.0,6821.0,6821.0,4662,0
2026-06-09 07:00:00+00:00,6821.5,6835.0,6821.5,6832.0,1218,0
2026-06-09 07:15:00+00:00,6832.0,6836.0,6804.5,6804.5,2909,0
2026-06-09 07:30:00+00:00,6806.0,6815.0,6800.0,6808.0,2730,0
2026-06-09 07:45:00+00:00,6809.5,6815.0,6792.5,6810.0,2783,0
2026-06-09 08:00:00+00:00,6807.0,6813.0,6795.5,6809.0,1346,0
2026-06-09 08:15:00+00:00,6805.0,6815.0,6803.0,6810.0,1102,0
2026-06-09 08:30:00+00:00,6810.0,6840.0,6809.5,6814.5,2360,0
2026-06-09 08:45:00+00:00,6814.0,6818.5,6805.0,6813.5,1580,0
2026-06-09 09:00:00+00:00,6816.0,6835.5,6807.0,6821.5,1717,0
2026-06-09 09:15:00+00:00,6825.0,6827.0,6786.0,6817.5,7035,0
2026-06-09 09:30:00+00:00,6820.0,6834.5,6802.0,6832.0,12329,0
2026-06-09 09:45:00+00:00,6831.0,6850.0,6828.5,6845.5,12000,0
2026-06-10 03:45:00+00:00,6870.0,6974.0,6861.0,6866.0,12926,0
2026-06-10 04:00:00+00:00,6868.0,6874.5,6812.0,6824.5,5491,0
2026-06-10 04:15:00+00:00,6824.5,6829.0,6802.0,6805.0,3401,0
2026-06-10 04:30:00+00:00,6805.0,6901.5,6790.0,6897.5,54492,0
2026-06-10 04:45:00+00:00,6901.5,6955.0,6890.0,6941.0,6801,0
2026-06-10 05:00:00+00:00,6941.5,6950.0,6900.0,6937.0,3031,0
2026-06-10 05:15:00+00:00,6935.5,6968.0,6931.0,6946.0,5858,0
2026-06-10 05:30:00+00:00,6946.0,6961.0,6928.0,6961.0,1847,0
2026-06-10 05:45:00+00:00,6960.0,7052.0,6954.0,7034.0,22033,0
2026-06-10 06:00:00+00:00,7035.5,7048.5,6971.5,7046.0,34639,0
2026-06-10 06:15:00+00:00,7046.0,7053.0,6986.0,6994.0,7294,0
2026-06-10 06:30:00+00:00,6994.5,7089.0,6990.0,7055.0,27701,0
2026-06-10 06:45:00+00:00,7055.5,7114.0,7022.0,7025.5,17903,0
2026-06-10 07:00:00+00:00,7025.5,7118.0,6996.5,7100.0,16258,0
2026-06-10 07:15:00+00:00,7103.0,7148.0,7090.5,7141.0,15038,0
2026-06-10 07:30:00+00:00,7143.5,7149.0,7122.0,7129.5,11614,0
2026-06-10 07:45:00+00:00,7123.0,7128.0,7100.0,7105.0,6126,0
2026-06-10 08:00:00+00:00,7103.0,7106.5,7085.0,7106.5,5298,0
2026-06-10 08:15:00+00:00,7103.0,7106.0,7092.0,7100.0,2690,0
2026-06-10 08:30:00+00:00,7100.0,7105.0,7062.0,7077.5,18803,0
2026-06-10 08:45:00+00:00,7071.0,7077.0,7041.0,7046.0,4015,0
2026-06-10 09:00:00+00:00,7046.0,7067.5,7037.0,7064.0,4153,0
2026-06-10 09:15:00+00:00,7066.0,7081.0,7055.0,7063.5,6304,0
2026-06-10 09:30:00+00:00,7061.5,7072.0,7040.0,7048.5,8816,0
2026-06-10 09:45:00+00:00,7047.5,7068.5,7000.0,7020.0,15445,0
2026-06-11 03:45:00+00:00,7020.0,7049.0,6987.5,7022.0,7372,0
2026-06-11 04:00:00+00:00,7027.5,7063.0,6992.0,7044.0,5798,0
2026-06-11 04:15:00+00:00,7047.5,7115.5,7028.5,7114.0,6329,0
2026-06-11 04:30:00+00:00,7110.0,7116.5,7088.0,7096.0,3732,0
2026-06-11 04:45:00+00:00,7096.5,7109.0,7070.0,7109.0,2702,0
2026-06-11 05:00:00+00:00,7109.0,7110.0,7090.5,7101.5,1880,0
2026-06-11 05:15:00+00:00,7103.5,7109.5,7090.0,7093.5,2196,0
2026-06-11 05:30:00+00:00,7093.5,7114.5,7088.5,7095.5,3665,0
2026-06-11 05:45:00+00:00,7095.5,7107.0,7066.0,7073.5,5346,0
2026-06-11 06:00:00+00:00,7075.5,7130.0,7068.5,7120.0,22543,0
2026-06-11 06:15:00+00:00,7121.5,7130.0,7101.0,7111.5,2159,0
2026-06-11 06:30:00+00:00,7107.5,7124.0,7107.0,7117.5,2352,0
2026-06-11 06:45:00+00:00,7117.0,7118.0,7100.5,7109.5,2466,0
2026-06-11 07:00:00+00:00,7109.5,7111.0,7100.0,7104.5,3078,0
2026-06-11 07:15:00+00:00,7101.5,7104.0,7100.0,7103.5,1559,0
2026-06-11 07:30:00+00:00,7101.5,7103.5,7100.0,7102.0,3632,0
2026-06-11 07:45:00+00:00,7100.0,7120.0,7080.0,7120.0,6429,0
2026-06-11 08:00:00+00:00,7120.0,7125.0,7105.5,7109.0,2899,0
2026-06-11 08:15:00+00:00,7108.5,7176.5,7100.5,7170.0,7928,0
2026-06-11 08:30:00+00:00,7172.5,7172.5,7125.0,7138.0,6230,0
