Date,Nifty_ROD_Return,Nifty_Up,Nifty_Gap,Nifty_Morning_Ret,SP500_Overnight_Ret,Nasdaq_Overnight_Ret,Nikkei_Overnight_Ret,HangSeng_Overnight_Ret,VIX_Level,VIX_Change,VIX_Zscore_20d,Prev_Day_Nifty_Ret
2022-01-14,0.0018709327591765286,1,-0.2479828951485207,0.017920111832517155,-0.0143460292344005,-0.0254441160041501,-0.009659678856499,0.0011303918141673,16.700000762939453,-0.0283371692118367,-0.2974154268249023,0.0024925148330414
2022-01-17,0.0026327323527678423,1,-0.1044618653128236,0.025413454259270694,0.0008196442695905,0.0058544808090059,-0.0128894059817703,-0.0019031465911491,16.559999465942383,-0.0084186484004486,-0.4913426455988142,-0.0001123298725145
2022-01-18,-0.013529506402232556,0,0.04552664653293183,-0.5873034621642031,0.0,0.0,0.0074123042955314,-0.0068019367460884,16.770000457763672,0.0126014864244416,-0.1078771518183615,0.0028634646353713
2022-01-19,0.0002576865949144564,1,-0.2575626255524545,-0.13472901634610926,-0.0185591053980085,-0.0263172366290279,-0.002695477656883,-0.0043554068074284,17.780000686645508,0.0584826655730415,1.4385413478125455,-0.0107108474462168
2022-01-20,-0.001958370995406384,0,-0.1710941128567829,-0.18617784499539966,-0.0097367909414601,-0.0115534754708123,-0.028356387023383,0.0006247975340263,17.81999969482422,0.0022471362124581,1.3393761616612718,-0.0096890278340564
2022-01-21,-0.005934488787388692,0,-0.5438276474578265,-0.4163313614366526,-0.0110987423043307,-0.0130723002021612,0.0110681192321524,0.0336012317110741,17.790000915527344,-0.0016848517764236,1.191665106370151,-0.0101638838763968
2022-01-24,-0.015473747832161369,0,-0.23398257377333126,-1.1078697675138724,-0.0190959953246354,-0.0275847769448108,-0.0090666707731784,0.0005289153622026,18.88999938964844,0.0599960960618139,2.338028892232344,-0.0079069227919098
2022-01-25,0.007029969316662553,1,-0.5992027029548219,0.6131139717426768,0.0027679047582695,0.0062416800890232,0.0023991526869546,-0.0124579327035664,22.82999992370605,0.1894428079972871,3.664276152693488,-0.0269272102621386
2022-01-27,0.00584562702687501,1,-0.5972552714821053,-0.4895833315189858,-0.0014977569258856,0.0002090052267569,-0.0044331010028852,0.0019075904415696,21.36000061035156,0.0,1.85672070734402,0.0
2022-01-28,-0.010448346040223372,0,0.16091673220869607,0.687910484053281,-0.0053986351999709,-0.0140802136523841,-0.0316312006696487,-0.0200809870864784,21.06999969482422,-0.0136698293343079,1.4990577509449567,-0.0097591993637289
2022-01-31,0.0032679961348865056,1,0.3986455052324173,-0.04944314586331741,0.0240559679147366,0.0308091055669753,0.0206875771297353,-0.0108504342787155,20.700000762939453,-0.017716476203896,1.1793763137504178,-0.0004794310858279
